c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
2902,Trey,"Micronesia, Federated States of",513,PwD,500.49,QYLp,BQ
2903,Dulciana,Cuba,703,uhGnOE,276.88,NYzXZx,o zmbE
2904,Connelly,Palau,170,ZCZLSwZp,325.97,n qjIITV,YJkaLNm
2905,Philipp,French Guiana,239,hwjGtP,489.48,GzXjY,pt
2906,Ezar,Lithuania,905,PlyIQ g,718.89,oAb,T dh
2907,Quinn,Philippines,215,ecTNwLQ,298.92,Xi,CTzWBsG
2908,Telfer,Gibraltar,244,KzuQd,686.62,MJLGy,hPLpxeAd
2909,Morehouse,Philippines,681,DcBUSkE,136.38,GvZinOkeb,Kp
2910,Gherardo,Grenada,98,qrX,141.88,LcZbqIvav,AGLsuCz
2911,Vharat,Palau,846,LSFni,965.62," esMtlbie",NZMQuiV
2912,Podvin,Saint Helena,649,YoKXcvdb,835.98,qT zgSqVwA,"rew "
2913,Dimitris,Egypt,782,o vbBfN,557.95,g FUGqB,wGVwetu
2914,Sheedy,United Arab Emirates,617,nM,513.4,fgUnS,wXSe
2915,Valerio,Qatar,252,GuxbTZs,365.66,xyQDYF tG,sYUC
2916,Faso,El Salvador,324,JGuIl,465.6,PxBBP,"eNvH "
2917,Trey,Tonga,746,iYigAEyq,425.18,prDgwVmc,hcJh
2918,Cullin,Norfolk Island,379,ah tfBgf,471.2,tt,il
2919,Jary,Nigeria,816,CMrAOL,62.99,VFGuYv,hlRFhtmY
2920,Magnolia,Poland,373,mlqT,544.04,LYuuDiPGsr,PVqhdzU
2921,Avi,"Virgin Islands, U.S.",449,hUcx,98.17,vpmses,UDnos
2922,Janene,Svalbard and Jan Mayen,439,NLtJRro,120.79,Mgu,ZOp
2923,Gino,Colombia,588,oACnrNKtP,980.98,OJmZa,zsxmIIbSD
2924,Guildroy,Croatia,819,ATyYmFAi,840.08,gvNyG,rmyEkKmhd
2925,Mike,Jamaica,975,RXFa Q,607.75,AKCPQHRfHL,NhlzhwU
2926,Danby,Saint Pierre and Miquelon,923,giH,895.78,AwV,gMLmh
2927,Timon,Bouvet Island,740,FyNhQpIE,958.72,wQ,tNqKuGfEnJ
2928,Ioab,Tonga,694,lqQ,769.75,RlYNjjH,Xrpv
2929,Judye,San Marino,196,txizYPmtH,494.83," Es",sLevFksZM
2930,Hepsibah,Malaysia,822,Xyotq,978.15,Qj,UWjIeecvC
2931,Evvie,United States,758,lZvzhZn,955.71,GN," CAOqvx"
2932,Aida,Paraguay,299,bjXUvpqbA,278.79,yj,uuyfubBELv
2933,Seessel,Montserrat,176,hmNvqPTXU,179.68,FM,oEKPWkjGC
2934,Margret,"Iran, Islamic Republic Of",597,xaKppu,899.51,"WgjQcU ",YTcIrbLy
2935,Darrell,United States,309,qv,240.98,SKKpSyJXg,AfswYcAd
2936,Modie,Iraq,33,nNUfGdp,654,yi,xPDjENQkr
2937,Pond,Saint Helena,582,lLSgfcTK,411.18,GyvgnW,yFnQ
2938,Sholley,Kazakhstan,290,GqubpfnTl,855.72,MJGiwVq,XPqGOGA
2939,Simmonds,Ireland,86,ZS,601.27,nsRMznqw,pmK
2940,Terencio,Equatorial Guinea,955,LhjKBMQ,456.83,f MrY,XijJLxCrc
2941,Jehu,Martinique,684,ByrU,813.87,hynEL,BfpuR
2942,Berriman,Northern Mariana Islands,465,jmLujdA,665.32,Dhv,SBLjnl
2943,Meter,Saint Kitts and Nevis,719,AIPB,407.31,sHySEe,lZPQXR
2944,Christine,Colombia,621,TKYaaUSJ,392.23,mDLNdY,rpTJfOdT
2945,Emanuel,Austria,683,SpGNa,586.75,uUXutmjPP,LrNsMr
2946,Jagir,Tuvalu,347,GzevMnQgf,596.39,TQivb,KTcGBrGkox
2947,Milde,Finland,605,fksEpUSB,45.54,n PUzt,EEGDKTM
2948,Urania,Turkey,933,qHxglHQ,742.65,AOLGoJr,xfR
2949,Dimitris,Hungary,975,MoSXEJ,294.08,JSqeKTF,Rt
2950,Lindemann,Myanmar,731,l rQLV Nk,233.21,GiqJTv,ARlanSajWZ
2951,Saint,Lesotho,862,nqnJOKbkN,81.35,NzHAMOga,mWzUfC
2952,Brunell,Saint Kitts and Nevis,87,GOSMKG,961.6,AifPtW,aFAiKTHpRl
2953,Beniamino,Samoa,930,fhHgbyr,109.53,VBHmB,c h
2954,Olympium,Tokelau,686,oFZ,516.46,AKLdGsyAeL,ishct
2955,Dyche,AndorrA,96,Lhjd,842.72,ellDHam,wfdnHa
2956,Frodi,Iceland,342," drQRsvKJ",752.19,WjguZM,PYznFQ
2957,Friede,Bolivia,110,fL,205.65,VrD,amY
2958,Corilla,Paraguay,595,ouXNH,712.94,mDeebh,ANnVZsFg
2959,Vary,Spain,389,GzrfArkd,295.69,YFqcPll,bUXEaMSF
2960,Hunfredo,Turkmenistan,279," rFO",685.65,fIaPdDZWsg,seZuQIMFDL
2961,Forrer,El Salvador,519,nyqb,535.81,XfpTpBK,rFH
2962,Madaih,Bahamas,740,bsmRqmsk,985.62,Vt,QTDinnD
2963,Lauraine,Equatorial Guinea,171,kHKrsc,11.53,JbzkegU,zTQFfgEr
2964,Modie,Monaco,925,aYfky,851.79,Uyh,ctVOlt
2965,Ietta,Equatorial Guinea,253,XWOgU,897.83,UwrwMph,XtCcZsQgI
2966,Schlosser,Morocco,656,w bAhnK,490.23,VfxesVO,MT
2967,Braun,New Zealand,345,WdlvIb,84.09,Wmn,cWW
2968,Harday,Belgium,867,SG lEwps,757.5,ahGnLjTyX,ELrSxg sMO
2969,Modie,Christmas Island,145,sCnBTUJLS,52.04,LKKsnBxDYV,KOhknvNzC
2970,Nedrud,Fiji,280,LAq,852.68," Uod",EPQK
2971,Milde,Antarctica,962,xxh BGJGN,298.35,ytgwdj,erLQGvzuVl
2972,Strephon,French Southern Territories,379,zO,327.71,HTd,AOgYQWRrt
2973,Docilla,Ghana,234,hISQfx,281.59,fFwk,KUXjCObQeG
2974,Heidt,Bolivia,86,OMbfJjCD,601.73,geWJIX,Pq
2975,Swanhildas,French Polynesia,541,gVvgLtyiw,758.23,qyVribS,JmHMy
2976,Emanuel,Liechtenstein,987,WvqR,214.97,vCtWYZzk,QCbzgx
2977,Saree,Falkland Islands (Malvinas),56,UTVWh,100.21,tWc,EXYgMQ
2978,Schonfeld,Colombia,752,qiGzSH,288.43,SqIU,rzP
2979,Percy,Holy See (Vatican City State),82,TZiHZ,604.66,tfYutm,cfGNkZMWde
2980,Krystle,Netherlands,446,XJ,792.5,NujTVUTB,tERKUh
2981,Lenny,Australia,171,RzwHYHI,564.17,fjBAMJQv,GUlO
2982,Noman,Faroe Islands,823,xIA Hx,194.16,zrWQaDYmo,neFdKH
2983,Erb,"Virgin Islands, U.S.",453,AYhLMDUS,112.99,ZLyk,UBJvov
2984,Schroth,Ireland,298,ISrFaBsj,125.47,FbFk,ZBQNnMMekq
2985,Kaete,Guam,802,Cm,339.24,sAMtH," JzTvAmwq"
2986,Bevin,Estonia,186,wVsZpvAV,621.73,sdbyeqVtzG,veD
2987,Hewitt,Afghanistan,143,vziQMbaC,31.05,JFwmTnejxE,wV jFTD
2988,Hashim,Angola,904,aLCNo,963.89,eqd,qHpgiuS
2989,Maroney,Saint Pierre and Miquelon,700,"KvaIX ",559.71,qFWClHhbMO,LRYa YJd
2990,Orlene,"Palestinian Territory, Occupied",551,LqffE,907.49,DABdUYoUNk,Fr
2991,Faust,Haiti,939,dbd,934.2,yNkvY Zk,kihWoo
2992,Stephie,Panama,219,bQEwUtNav,788.52,mmq,GNFIG
2993,Hermes,Morocco,399,wgOK,61.17,MEiEwwG,cfqQGU
2994,Orlene,Senegal,435,mChQ,815.54,baLVuzql,qfhUNTA
2995,Markman,Tokelau,551,ddyjqiOi,531.82,Fbbi,uZUYND
2996,Craggie,Tuvalu,135,WIsHtzg m,361.58,nGopvH O,kqvkAsDU
2997,Havens,Estonia,577,eG,901.9,vVGFtPHI,kvPk tsFc
2998,Pernick,Panama,929,YfpbF,886.68,xDD GKAKt,YuR Zz
2999,Ranjiv,"Taiwan, Province of China",351,MNyUsiT,994.67,"Zp ",RPsBX
3000,Brandice,Bahrain,464,mwt,161.95,gNlT,LsPfSHsLmB
3001,Celestine,Mayotte,390,iVLAAz,92.87,Qf,fEHAtKC
3002,Francyne,Poland,542,xX,151.58,aZLqM,OOjtoF
3003,Kiyoshi,Cuba,135,avC,238.62,UUjALTP,JllMxB
3004,Johnsson,Greenland,543,BdkYsoV,802.6,dXySeDRCTw,mVKGzBUXHe
3005,Vary,Tokelau,113,VkIyObUko,267.02,cCNmG,Hdeyme
3006,Thornburg,Svalbard and Jan Mayen,12," mU",992.54,oaMQXewGYd,YaYdY
3007,Sabella,Iraq,884,liSO,441.72,CwZXA,KUUg
3008,Lutero,Kenya,193,THxEtradH,516.02,zxgmoirAOX,qu
3009,Delp,Ethiopia,398,ue xr,592.36,IowPZppxL,LWTyo
3010,Huggins,Egypt,945,oioQxu,174.59,flFiXQuDo,ubXlTOI
3011,Belanger,Norway,785,ExVCfyTa,189.65,zOhHtbBv,XCpHSFD
3012,Phi,Falkland Islands (Malvinas),512,aNDCkhFKR,128.99,XFZKzly,hiSqZjqv
3013,Obed,Timor-Leste,658,vBMAiHQmK,311.52,c nmsg,TApIPk
3014,Edvard,Kiribati,282,RQaHI,324.47,"EsaUyvPm ",UKZ
3015,Rooney,Zimbabwe,878,qr,929.58,FGUNnx,xmW
3016,Buckler,Solomon Islands,610,lVGdzV,800.88,oDVRZI,eLCeEN
3017,Cullin,Gabon,869,qOGY,565.49,tNKu,ZrfjPorQf
3018,Roche,Viet Nam,125,xQ,987.67,HLYRLOMkmI,vgjRRCneAt
3019,Chrystel,Åland Islands,476,pvhZ,94.07,oKxesbz,McS
3020,Buffum,Senegal,4,JToCCol,608.92,hWX,DDul
3021,Sperling,Nepal,637,oZeGjQJ,133.93,uJGxrfO,YrQ
3022,Gladstone,Argentina,460,jgoehb,60.76,xu,LIbI
3023,Kinnard,Mongolia,639,NKtlFAs,745.34,PzIye,PTyMWV
3024,Raimondo,Anguilla,61,gCvWyR,839.65," pTrZqTE",ZfDF
3025,Baptlsta,"Moldova, Republic of",488,XZPQnCY,62.2,vogxIJ,kxaBPZg
3026,Faso,Saint Helena,51,ByoTnQ,384.7," BiE",bvgENm
3027,Cressida,Norfolk Island,792,"rdR ",85.44,JqwnPH,BeNgxqjm
3028,Telfer,Turkmenistan,854,LOqvfxrnL,604.71,Aen,VBg
3029,Tremayne,Burkina Faso,703,EAuThRc,753.02,WqjXUB,yOw
3030,Schwejda,Saint Pierre and Miquelon,327,OJOt,388.37,GbCu A,LK
3031,Revkah,Antarctica,806,rRMDbMk,474.24,gcrEz,kBJVdV
3032,Bartlett,Congo,194,mPdnuLDy,688.06,IVTlpSbjSM,ZjUHxp
3033,Artie,Saint Lucia,60,hTtxkmqV,604.2,QG,zCdVb
3034,Fancie,Nigeria,18,miRPhI,922.74,zIQIU,Vse
3035,Phyllis,Russian Federation,111,JwTCBE,157.07,"cS ",aGyXsx
3036,Gualtiero,India,148,cyKDQHm,372.25,OVzBsjfMY,TbnGpBrVmw
3037,Bakerman,Egypt,441,bksuXDBqX,763.87,oEzSR,CK
3038,Brieta,Madagascar,601,LCPS,859.93,BtdEqPSdiw,TMU
3039,Lilybelle,United States Minor Outlying Islands,429,foiw,987.23,sHNPXOG,tXVE
3040,Toor,Kazakhstan,199,igAf,267.44,hzctblaQEd,ZIkUh
3041,Iphlgenia,Kyrgyzstan,952,elJDtGYfj,725.6,hrfIuKD,Dpw
3042,Vastah,Dominica,674,iUpi,915.38,ARfo,XcdVmOL
3043,Berl,Angola,634,rOIk,579.58,oJwdVJKDEL,Mjlklht
3044,Loring,Brazil,987,FHj,376.54,UQcXIlB,mF
3045,Dorcy,Ireland,520,XVzqk,817.83,VB,lH
3046,Francene,Slovenia,314,fI,686,IuJqHBSIB,WcLlxYHc
3047,Newell,Togo,145,CkV,200.25,FRFZ,mgheDyjcNt
3048,Bultman,Isle of Man,792,hvgF,23.52,cB,zepVCbMkXH
3049,Cloris,Qatar,607,TscnCF,194.45,kfaJL,tdTp
3050,Vharat,Paraguay,419,bPNAdXL,231.25,PucXZS,La
3051,Ledah,"Virgin Islands, British",347,onufjb,919.7,wYoZiPhFKC,vM
3052,Casimir,Azerbaijan,723,Flbs,740.26,cMAb,JFSE dUovy
3053,Gillan,Madagascar,268,pzJAb,343.72,ZpmN,YrWMGUV
3054,Sawtelle,Latvia,681,FT,581.05,NKYpipT,UmSTJngTVU
3055,Kellby,Mali,668,kPXqywhga,180.6,mFfPkW,caimUqZA
3056,Faria,Peru,583,VtvS,328.86,aiJBX,sEwwGJqpsd
3057,Elo,Paraguay,908,cxRJLkRey,963.49,jEe,rCXNrbo
3058,Haldas,French Polynesia,735,Urc,651.83,ZubBShKUPo,"pZlyZ "
3059,Jagir,United States Minor Outlying Islands,412,PJ,76.56,bVL,iwlBHT
3060,Douglass,Ethiopia,683,trMFNaER,494.4,LkQqeqjo,pI
3061,Cloris,Guinea,962," Hn",832.19,znkKBenj,qFIPj
3062,Cavan,Mayotte,714,ChKN,713.49,Clhs,TTaATw
3063,Greenwald,Kuwait,863,fwNAQ,548.43,umn,fRfpfAuONz
3064,Nisbet,Denmark,405,"LBRYB ",237.87,mESKjMJBGB,BmhHzjWZ
3065,Peg,Wallis and Futuna,534,iVQ,710.91,BvDsFQbpSd,sfjC
3066,Cherianne,Anguilla,152,HHWJeUg,890.05,ZBbFq,nR
3067,Pettiford,Samoa,621,brBayj,328.71,NmL,awRxSVa
3068,Jobi,Ukraine,547,fnVSeyyn,480.84,UQuUdN,NcwVCSp
3069,Luhe,Svalbard and Jan Mayen,490,ZZyaMn,382.31,V shhCqTw,ivLyDzLMqy
3070,Verger,Samoa,721,ZhwzmzBD,507.71,qhu,ovwdov
3071,Carlson,Equatorial Guinea,455,XYfHcLk,272.68,aricF ty,pZb BB
3072,Rosemary,Malaysia,268,qsYnDWeL,767.88,XDKJahPEg,pN
3073,Lattie,Turks and Caicos Islands,732,VbEIfEnnm,922.87,qDy,RDZjFb
3074,Leler,Uruguay,503,wWgc,222.13,sAcOySnr,aSLT
3075,Hanleigh,Slovakia,478,dnhhh,167,iBv,FPLNm
3076,Bahr,Myanmar,227,jieUFV,812.39,wJWOcBj,nZGyfWscs
3077,Leopold,Czech Republic,62,UXmld,775.19,OOwUE,fkLlj
3078,Garek,Grenada,77,so,898.44,flkBPue,idEksvEI
3079,Ahab,Afghanistan,736,xaHRayFu,258.33,halk hysg,v manHnClG
3080,Ledah,Cameroon,614,bxW,556.55,mbdS,GDyAWY
3081,Quent,Sweden,575,kXTCHLic,917.83,SjQVuCNRBH,TpuA K
3082,Zaslow,Malawi,791,oOBc,70.31,wKDeEhnLxa,IYthel
3083,Dielu,Fiji,972,kJ,406.03,tgaWvKt,vdDvh
3084,Lasley,Mexico,139,EV vMJDgE,304.24,VIY nXM,jQOiVwc
3085,Vilma,Kenya,457,EGGsj,22.51,rco,ZjyVWwYYbZ
3086,Tjon,Spain,179,ETdE,603.89,JXfuApVE,JDjFecG
3087,Argus,Cook Islands,665,iQTkJZQQ,743.69,efRYPGZN,YcYn
3088,Arathorn,Sao Tome and Principe,403,aU,109.06,dQbCFr W,bymASKOsB
3089,Zrike,United Arab Emirates,345,lP,75.32,jA,shsM
3090,Dituri,Nigeria,392,rnelp,883.06,TqjOxb,oNbIojWHx
3091,Shelba,Saint Kitts and Nevis,428,qhvanyocR,744.3,XluBuwfjjW,xhE
3092,Merriott,Spain,951,zdvjHdmBh,631.27,PdT,bKbKcZwyNc
3093,Taam,Mozambique,621,zoba,594.59,bSnYVbg,bvZtkz
3094,Madelene,Cape Verde,310,MK E,19.37,NAgjkM,sfU
3095,Faso,United States,590,EdWn,93.79,IAuy,J m
3096,Suanne,Romania,640,CefnW,367.8,cuCIQVoN,fa
3097,Stoller,Mauritius,773,mQHRabn,416.4,cd,HqTvoVkgRZ
3098,Linehan,China,77,dxUmZd,132.14,BA,IVRcUIq
3099,Berard,"Virgin Islands, U.S.",492,NztJmv,402.95,wjLOULnNCK,yJN
3100,Frendel,Bolivia,930,klgyMzm,903.43,xwoNsHYt,Nx
3101,Honoria,French Guiana,375,ycEREnyW,673.71,gD,TB
3102,Mendez,"Cote D""Ivoire",450,gGfwhE,211.26,vefqxuAAR,IEgL
3103,Aaberg,Netherlands,227,FoXg,327.08,wINukc,fANkVl INM
3104,Raimondo,"Virgin Islands, British",655,ESMh,659.45,tgjVbJZwjk,pDbvZrEUtz
3105,Khorma,Niger,33,kqgXuwP,337.32,BoY,geMhhj
3106,Darrell,Antigua and Barbuda,99,GEEwE,692.27,JwJDA,HdlgrVk
3107,Ummersen,Guam,139,wbkLFsgU,288.69,iaB,nJMB
3108,Jacinda,Nigeria,289,ZvZhKNO,913.41,"YrEH ",eEeJwVROq
3109,Azeria,France,411,ZoNSOBAPu,266.14,VAiIE,dufdanuUwM
3110,Grosz,Saint Lucia,955," fhiPYWVF",670.7,ZxXAE,MgKfzqPt
3111,An,Cyprus,128,sSqtX,378.6,qSD,ma
3112,Silvan,Maldives,539,qQaTRr,641.97,OgwgtlYt,DAJSOJlrh
3113,Franza,Antarctica,586,yIXIxLPi,229.55,ni,YUxkH
3114,Septima,Swaziland,99,pUlOh,40.97,vCmYlbfQH,GlTD
3115,Charmine,Estonia,865,EykRxhTH,68.49,Ave,wwTVBvr
3116,Sheng,Niue,327,trmKx,724,DHXhLjhy,kKIcsap
3117,August,Gambia,983,Zloq,281.97,Mjr,gVLUyY
3118,Frendel,Faroe Islands,3,agIjb,228.42,gG,mvkhHmrQc
3119,Claudine,Sierra Leone,966,f zTWTy,527.15,mWhMtize,cTrjUlae
3120,Middleton,Gibraltar,93,In,766.11,ooRBub,gfQOD j
3121,Uund,Cape Verde,806,DO,159.23,bE,dFYo
3122,Dash,AndorrA,438,domasptzD,586.78,kgEWr,eRvqkIwF
3123,Fancie,Palau,994,jr,763.57,GGjtlKW,nMPOptJ
3124,Mathilde,Croatia,184," V",360.19,ChIptdwY,OKGN
3125,Laurianne,Turks and Caicos Islands,589,kHJIZ,992.96,NkFonMKpGL,avrCZg
3126,Vastah,Italy,95,AGpQPrfQ,598.64,rImI,brxkxPZyr
3127,Decato,Cuba,780,yBLEPHeCd,226.66,OK,GAWFP
3128,Barrus,Namibia,523,hrmxSK,726.01,vfUIaCE,bSggeKoi
3129,Marden,"Korea, Democratic People""S Republic of",777,e pXmzhN,879.46,nT mx,gNTxLiJSo
3130,Adrienne,Bermuda,883,dZSXPOQj,48.13,HrCOm,oxnktzMb
3131,Selway,Niger,181,IqxgDvv,448.51,YA MuhmmMH,ULuDplI
3132,Woodberry,India,836,aMIx b,220.85,EeY,CYPHNh
3133,Simmonds,Viet Nam,127,SmX,785.09,zCVbQKlE,uHq
3134,Donell,French Southern Territories,579,ErNyc,327.94,DxvzkPHLD,KLrer
3135,Pandolfi,United Kingdom,76,Nl,747.63,kMCvNM,wDIJNZ
3136,Huggins,Denmark,504,dMLFJhMz,139.85,hVbqqPevZs,aDM
3137,Lory,Oman,916,wXGSKVwBj,870.66,speD,WbvJ
3138,Leler,Iraq,71,pXuou,447.12,cXLAfaqGGq,vvqdTpah
3139,Truc,India,483,RCb,584.32,LrwgOdY,OXniufCflV
3140,Ferrell,Libyan Arab Jamahiriya,221,MwPKLSRh,53.62,hhEwWAqE,BxJeFOeAqm
3141,Westphal,Sao Tome and Principe,410,tI,475.44,iz,GKBsH
3142,Roumell,Tonga,727,MXdW,820.93,BDFySF,dGw
3143,Darrell,Mayotte,740,NrwCNiGv,334.99,GHxq,QJNpWk
3144,Viddah,Lebanon,806,ReSt,543.53,XSSFhtSHg,RtaEJna
3145,Keelia,Tajikistan,901,dLpmMV,806.65,DFXG,Oq
3146,Kosey,Morocco,69,xs,843.88,hoSQp,sDUaqGyt
3147,Rossner,Venezuela,578,RtT,508.22,Qd KSHe,ehBvY
3148,Joachim,Timor-Leste,709,foLrB,175.12,VgbqpWdjZ," ENTHmA"
3149,Halla,"Macedonia, The Former Yugoslav Republic of",616,sVeP,398.7,zBMjH,jZarlYy
3150,Stilwell,Cuba,591,ycwBOs,790.66,dulT,AIqG
3151,Noman,Saint Pierre and Miquelon,870,"dkYvt ",695.5,ki,NG
3152,Terencio,Gambia,334,SkiYYgXp,567.89,wYTyO,vAJwlZ
3153,Tiffa,Tonga,883,Fhxe,266.02,hsqeQqGlO,sUPnqw
3154,Kosey,Tonga,805,iSPKt,634.81,PUD,CJXuNzs YK
3155,Maiah,Poland,399,VfTz JM,182.57,EFVmzafTmk,SRZdAszdI
3156,Vorster,Gibraltar,26,VtwiByaXU,192.95,TkkHcObaQf,pPtY
3157,Eugenia,Barbados,905,mJyFWoAT,967.32,Wi,JKASB
3158,Odysseus,Kuwait,788,icyCwSrl,856.75,FHq,ZTirygynWx
3159,Alexandr,Tonga,173,BDz,601.06,hfFxSwH,uYAHfgF
3160,Gower,Botswana,172,ABmdTot,937.84,UHtL,Yh
3161,Pitt,Pitcairn,33,qllRO,225.85,XkdaBk,yjCr
3162,Secrest,Liechtenstein,100,DuZTXRYu,558.47,SrV,jaUCILm
3163,Carbo,Brunei Darussalam,276,nQFgf,838.34,UEEzJe,ffQRksi
3164,Hanshaw,Bhutan,138,YEOZKgdX,221.76,CDaScetk,ok
3165,Maisey,Haiti,835,fnPELhtH,775.86,vnKfBJL,CYGBUY
3166,Mendez,Saint Pierre and Miquelon,324,kUM,184.88,nGqxvV,wBlJPYjdV
3167,Francene,"Micronesia, Federated States of",509,gCAaRgb,237.1,giPeqwc,nFd
3168,Mozelle,Seychelles,249,tBRP,29.61,mEg,bhQXwvM
3169,Bashemeth,"Taiwan, Province of China",474,pSnDCFN,61.49,LU,wg
3170,Kare,Qatar,157,LBSZ,429.59,oGbkRerO,DPsaMc
3171,Argus,Saudi Arabia,812,QkOaEnPS,79.27,RlegvVC,o  cKboYp
3172,Suanne,Liberia,316,iEjyE,197.54,FVxTMurf,NN
3173,Estella,Mexico,703,Ld,183.47,OhHJuNKEg,oLzGtHy
3174,Cookie,San Marino,360,TGIEGquBu,946.07,tnJYtz,cJjyMZXvr
3175,Norrie,Japan,197,Wua,512.17,jIjKrxhS,MefsUf
3176,Aprile,Argentina,968,Et,766.77,Ek,dA
3177,Armanda,Northern Mariana Islands,974,BCKrpnw D,791.56,Si,SkYUGNp
3178,Mintz,Marshall Islands,754,jxLvFsho,584.67,uZghqC,gNc
3179,Riordan,United States,142,hxP,603.2,UTnasGrJh,wqrNl
3180,Hedve,Mozambique,416,H VNQA,461.41,qxs,fwdoAorXFs
3181,Federica,Hong Kong,28,TJG,428.32,lm,w M
3182,Winthorpe,Jamaica,65,NyIQqqrZW,347.29,xh iuWojE,vQM
3183,Wilona,Swaziland,903,vk,362.84,wPsoHFe,RoZnTStzk
3184,Peg,South Georgia and the South Sandwich Islands,418,vtEwfPgm,782.39,bA,yQWJPFgioy
3185,Kat,Isle of Man,265,C wPmGPU,164.51,TNlLGAjoC,FXlW
3186,Catie,Heard Island and Mcdonald Islands,437,tacW,274.59,yboAwNqCkX,uiUpoOstG
3187,Revkah,Guatemala,661,ZrCdeGWER,638.03,ENseDMbYsE,EYpm
3188,Corrine,Saint Vincent and the Grenadines,808,GUECqsri,243.38,DgeRSwKq,GFWmML
3189,Kaete,Monaco,269,UvhfhNPXs,876.42,zqCjCCaRdF,uzqVehs
3190,Bartlett,Northern Mariana Islands,183,iUhytyjN,951.69,qgoKjmS,sLVEWOB
3191,Nedrud,Benin,266,yUySICY,8.72,sUdDur,"hihbYqHr "
3192,Aaberg,Philippines,136,dDK,781.65,SAxmtQxma,iaVSBgu es
3193,Halsey,Nigeria,75,N hYId,137.95,KXncxGI,gMrNOG
3194,Rurik,Eritrea,640,abS,177.72,YV,RwjKtMXY
3195,Kress,Martinique,643,WZd,654.89,mG,JCfCkjhlT
3196,Natalia,Saint Helena,94,JbgAKj,171.48,BzrVtzFdHo,yHJvy
3197,Loeb,Belize,278,RoaKA,673.29," DNUTLOD",dQigg
3198,Aldric,Algeria,591,pEy,210.93,fm,JzsSWmH
3199,Ellord,Pitcairn,301,ToEuJMR,787.83,aRsMTx,CaS
3200,Soneson,Zambia,37,JGiRTet,949.9,hQ,UjnLFBqi
3201,Sasnett,Kyrgyzstan,848,DLwrd,52.88,hnu,wkxK
3202,Chauncey,Haiti,586,mItP,277.33,bxUqgP,kFdhsKS
3203,Kelula,Turkey,959,q pV,893.51,HBWpnXyaJW,BMFgTeYeR
3204,Blase,Angola,404,i aMicZzE,814.51,eBYtG,Fq
3205,Poll,Turkmenistan,84,zwJaDqRaT,726.71,FvGULywwq,an xTa
3206,Pozzy,Afghanistan,333,vyKof,785.04,LWZUL,zFAa xKv
3207,Hebner,Mexico,380,BBpkjI,292.74,dGIa,Pgx
3208,Bakerman,Finland,723,yHHa,352.88,iuKW,kChAIhdD
3209,Romelda,Ethiopia,719,ZmZPbLv,466.39,ZFOb,rbcMB
3210,Seumas,India,846,kB,86.09,xvx,HVJcymHKI
3211,Thema,Netherlands Antilles,160,CZ,952.84,V MI,xSoq
3212,Elsinore,Poland,583,UOn,661.91,AoUdpyZ,Dn
3213,Roarke,Albania,107,YPZOl,112.98,OqVubFH,KEmKj
3214,Ellerey,Bangladesh,413,AIsPsrjkm,618.06,MtdkG,OHHVQmE
3215,Wandie,Guam,403,bXprN,22.64,thZk,WjvX
3216,Schenck,"Iran, Islamic Republic Of",141,yvcFGp,20.35,pXGvocNQ,zc
3217,Thomasina,United States,538,JAUKjgE,849,LJQFjfhET,sFKfvvuID
3218,Ezar,Jersey,761,"S ",556.68,bSykDYRO,VOFLrygbQL
3219,Florina,"Micronesia, Federated States of",806,zIdxtlD,898.54,ogSvQc,RsNg
3220,Luhe,Monaco,531,DfidMJUpH,846.14,EJu,bcEQbyRxHk
3221,Gemini,Central African Republic,806,Lj,62.98,TevOCgi,ONm
3222,Manolo,Gibraltar,13,GmjXsICH,402.76,ZNuQLNzMH,qckB
3223,Chrystel,"Virgin Islands, British",594,umpbmzo,97.2,DP,GYPYoNJ
3224,Emerson,Norway,25,DmBs,233.04,NBlzV,kvgB
3225,Nerita,Sri Lanka,634,eKbvUD,696.09,XiXfzENPm,pXNsixNSnp
3226,Johnsson,United States Minor Outlying Islands,143,UFpFUjMcF,50.09,MRdNdUOg,oBHa
3227,Dreda,Cook Islands,284,QvEesJ,325.85,Qs CItB,qsNglvm T
3228,Thad,Timor-Leste,48,lE,19.83,jtjz,BJHJ
3229,Joli,Egypt,603,BOy,256.3,fxTodwQJY," GffnUzPz"
3230,Muriel,Grenada,57,MptiUdA,384.97," vmaCyBbXk",UBA
3231,Shama,Åland Islands,962,Hmn,166.31,NwTwvD,Ww
3232,Hourigan,Swaziland,237," HlsbXL",538.47,jWOQKYO,gahQ
3233,Tyson,United Arab Emirates,137,JlpCby,41.63,lncSn,SfQDTMhNlC
3234,Gwenore,Oman,311,DDJvSpl,383.87,awWfxLISXQ,azsX
3235,McAdams,Cambodia,588,nxiLmn,582.43,OFOxOiW,AQNNOUyvIF
3236,Krystle,American Samoa,430,xETxnLi,609.8,kmAaxthNe,ZD
3237,Hoban,Solomon Islands,339,ZyqleKdv,434.24,xZXf Vzj,LZ
3238,Cath,Angola,903,qKqJEjd,572.33,Yac,bqyV
3239,Vacuva,Brazil,509,lCshZpnb,919.34,aP,ELrrq TfWd
3240,Knowling,Malta,890,sIqyW,746.98,pryz,EapWjC
3241,Myrilla,"Congo, The Democratic Republic of the",854,nacFNcL,157.41,KfPFRTo,ptuQeQ
3242,Zaslow,Grenada,465,mF,163.41,FmPo,xLXC
